pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,itl,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"ZE1 0JY","ZE1  0JY","ZE1 0JY","199207","200102","1","446053","1140912","6","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150113,-1.172402,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 0JZ","ZE1  0JZ","ZE1 0JZ","200006","","0","445663","1140268","1","S00129085","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012392","S02002323","S34002508","S03000037","S99999999","S99999999","5","6A2",60.144375,-1.179569,"S99999999","S99999999","S23000009",4504,"S99999999","S99999999"
"ZE1 0LA","ZE1  0LA","ZE1 0LA","198001","","0","447239","1141408","1","S00129062","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002513","S03000037","S99999999","S99999999","5","5B2",60.154431,-1.150930,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0LB","ZE1  0LB","ZE1 0LB","198001","","0","447228","1141210","1","S00129133","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","7D1",60.152655,-1.151174,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0LD","ZE1  0LD","ZE1 0LD","198001","","0","447332","1141102","1","S00129045","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002498","S03000037","S99999999","S99999999","5","5B2",60.151673,-1.149327,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0LE","ZE1  0LE","ZE1 0LE","198001","","0","447277","1141219","1","S00129133","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","7D1",60.152730,-1.150290,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0LF","ZE1  0LF","ZE1 0LF","198107","","0","447141","1141377","1","S00129062","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002513","S03000037","S99999999","S99999999","5","5B2",60.154174,-1.152709,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0LG","ZE1  0LG","ZE1 0LG","199210","199412","1","447600","1141360","8","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.153958,-1.144440,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0LH","ZE1  0LH","ZE1 0LH","199207","199412","1","447450","1141880","8","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.158644,-1.147021,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LJ","ZE1  0LJ","ZE1 0LJ","198001","","0","447303","1141073","1","S00129045","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002498","S03000037","S99999999","S99999999","5","5B2",60.151426,-1.149862,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0LL","ZE1  0LL","ZE1 0LL","198001","","0","447656","1141476","1","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.155003,-1.143411,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0LN","ZE1  0LN","ZE1 0LN","199405","","0","447258","1141044","1","S00129045","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002498","S03000037","S99999999","S99999999","5","5B2",60.151171,-1.150679,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0LP","ZE1  0LP","ZE1 0LP","199512","","0","445721","1140421","1","S00129085","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012392","S02002323","S34002508","S03000037","S99999999","S99999999","5","6A2",60.145742,-1.178491,"S99999999","S99999999","S23000009",4504,"S99999999","S99999999"
"ZE1 0LQ","ZE1  0LQ","ZE1 0LQ","199606","","1","447521","1141703","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.157047,-1.145783,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LR","ZE1  0LR","ZE1 0LR","198001","","0","447559","1141590","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.156038,-1.145132,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LS","ZE1  0LS","ZE1 0LS","199305","199606","1","447420","1141550","8","S00129063","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.155685,-1.147638,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0LT","ZE1  0LT","ZE1 0LT","199606","201406","1","447521","1141703","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.157047,-1.145783,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LU","ZE1  0LU","ZE1 0LU","199305","","1","447691","1141247","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.152933,-1.142828,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE1 0LW","ZE1  0LW","ZE1 0LW","199612","","0","447502","1141645","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.156538,-1.146145,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LX","ZE1  0LX","ZE1 0LX","198001","","0","447521","1141703","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.157047,-1.145783,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0LY","ZE1  0LY","ZE1 0LY","199512","","0","446108","1140300","1","S00129084","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","8C2",60.144613,-1.171550,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 0LZ","ZE1  0LZ","ZE1 0LZ","199612","","0","447498","1141911","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.158917,-1.146149,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NA","ZE1  0NA","ZE1 0NA","199606","","0","445578","1142032","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.160231,-1.180713,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NB","ZE1  0NB","ZE1 0NB","199207","200102","1","446053","1140912","6","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150113,-1.172402,"S99999999","S99999999","S23000009",4778,"S99999999","S99999999"
"ZE1 0ND","ZE1  0ND","ZE1 0ND","198001","","0","447412","1141793","1","S00129061","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.157868,-1.147725,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NE","ZE1  0NE","ZE1 0NE","199706","","0","446248","1142321","1","S00129139","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7A3",60.162741,-1.168571,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NF","ZE1  0NF","ZE1 0NF","199912","","0","446073","1142217","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.161827,-1.171747,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NG","ZE1  0NG","ZE1 0NG","199906","","0","446200","1142266","1","S00129139","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7A3",60.162253,-1.169449,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NH","ZE1  0NH","ZE1 0NH","199906","","0","447194","1141797","1","S00129061","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.157938,-1.151658,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NJ","ZE1  0NJ","ZE1 0NJ","198001","","0","447375","1141724","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.157262,-1.148415,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NL","ZE1  0NL","ZE1 0NL","198001","","0","447252","1141728","1","S00129061","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.157312,-1.150629,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NN","ZE1  0NN","ZE1 0NN","199612","","0","446008","1142097","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.160767,-1.172952,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NP","ZE1  0NP","ZE1 0NP","198001","","0","447105","1141706","1","S00129061","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.157132,-1.153282,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NQ","ZE1  0NQ","ZE1 0NQ","198001","","0","447004","1141704","1","S00129070","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","7A1",60.157116,-1.155095,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NR","ZE1  0NR","ZE1 0NR","198001","","0","446979","1141684","1","S00129071","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002516","S03000037","S99999999","S99999999","5","8D3",60.156939,-1.155550,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0NS","ZE1  0NS","ZE1 0NS","198001","","0","447065","1141618","1","S00129071","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012398","S02002324","S34002516","S03000037","S99999999","S99999999","5","8D3",60.156337,-1.154016,"S99999999","S99999999","S23000009",4073,"S99999999","S99999999"
"ZE1 0NT","ZE1  0NT","ZE1 0NT","198001","","0","446902","1141757","1","S00129070","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","7A1",60.157603,-1.156920,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NU","ZE1  0NU","ZE1 0NU","199205","","0","445935","1141956","1","S00129083","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7B1",60.159499,-1.174292,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0NW","ZE1  0NW","ZE1 0NW","200012","","0","447000","1141270","1","S00129132","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","1A4",60.153220,-1.155267,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0NX","ZE1  0NX","ZE1 0NX","198001","","0","446827","1141858","1","S00129070","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","7A1",60.158528,-1.158254,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NY","ZE1  0NY","ZE1 0NY","199612","","0","447084","1141795","1","S00129061","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.157933,-1.153640,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0NZ","ZE1  0NZ","ZE1 0NZ","200112","","0","446081","1142064","1","S00129083","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7B1",60.160453,-1.171638,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PA","ZE1  0PA","ZE1 0PA","198001","","0","446836","1141745","1","S00129069","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","8C2",60.157503,-1.158111,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PB","ZE1  0PB","ZE1 0PB","198001","","0","446794","1141763","1","S00129070","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","7A1",60.157669,-1.158863,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PD","ZE1  0PD","ZE1 0PD","198001","","0","446788","1141557","1","S00129067","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012399","S02002324","S34002520","S03000037","S99999999","S99999999","5","7A1",60.155821,-1.159019,"S99999999","S99999999","S23000009",4249,"S99999999","S99999999"
"ZE1 0PE","ZE1  0PE","ZE1 0PE","199305","","1","447009","1141751","1","S00129070","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002516","S03000037","S99999999","S99999999","5","7A1",60.157537,-1.154994,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PF","ZE1  0PF","ZE1 0PF","199108","","0","446603","1142480","1","S00129073","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7C3",60.164128,-1.162140,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PG","ZE1  0PG","ZE1 0PG","199010","","0","446669","1142409","1","S00129073","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7C3",60.163483,-1.160967,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PH","ZE1  0PH","ZE1 0PH","199405","","0","446845","1141993","1","S00129072","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002499","S03000037","S99999999","S99999999","5","5B1",60.159738,-1.157899,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PJ","ZE1  0PJ","ZE1 0PJ","198001","","0","446770","1141282","1","S00129130","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012399","S02002324","S34002520","S03000037","S99999999","S99999999","5","8C2",60.153354,-1.159406,"S99999999","S99999999","S23000009",4249,"S99999999","S99999999"
"ZE1 0PL","ZE1  0PL","ZE1 0PL","198001","","0","446782","1141244","1","S00129130","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012399","S02002324","S34002520","S03000037","S99999999","S99999999","5","8C2",60.153011,-1.159199,"S99999999","S99999999","S23000009",4249,"S99999999","S99999999"
"ZE1 0PN","ZE1  0PN","ZE1 0PN","198001","","0","446752","1141809","1","S00129072","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002499","S03000037","S99999999","S99999999","5","5B1",60.158087,-1.159609,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PP","ZE1  0PP","ZE1 0PP","198001","","0","446809","1141924","1","S00129072","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002499","S03000037","S99999999","S99999999","5","5B1",60.159113,-1.158556,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PQ","ZE1  0PQ","ZE1 0PQ","198001","","0","446812","1142077","1","S00129072","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012400","S02002324","S34002499","S03000037","S99999999","S99999999","5","5B1",60.160496,-1.158474,"S99999999","S99999999","S23000009",2889,"S99999999","S99999999"
"ZE1 0PR","ZE1  0PR","ZE1 0PR","198001","","0","446622","1142359","1","S00129073","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7C3",60.163040,-1.161825,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PS","ZE1  0PS","ZE1 0PS","198001","","0","446456","1142794","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000594","S03000037","S99999999","S99999999","5","7C3",60.166964,-1.164717,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PT","ZE1  0PT","ZE1 0PT","198001","","0","446217","1143168","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.170349,-1.168938,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE1 0PU","ZE1  0PU","ZE1 0PU","198407","","0","447081","1145114","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000594","S03000037","S99999999","S99999999","5","7C3",60.187721,-1.152920,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PW","ZE1  0PW","ZE1 0PW","198101","","0","446585","1142530","1","S00129073","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","7C3",60.164589,-1.162460,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PX","ZE1  0PX","ZE1 0PX","198001","","0","446374","1143058","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.169353,-1.166141,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PY","ZE1  0PY","ZE1 0PY","198001","","0","446825","1143886","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000594","S03000037","S99999999","S99999999","5","7C3",60.176726,-1.157818,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0PZ","ZE1  0PZ","ZE1 0PZ","198306","","0","445985","1143141","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.170133,-1.173124,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0QA","ZE1  0QA","ZE1 0QA","198001","","0","447094","1141307","1","S00129132","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","1A4",60.153551,-1.153572,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0QB","ZE1  0QB","ZE1 0QB","198001","","0","447112","1141181","1","S00129132","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","1A4",60.152417,-1.153277,"S99999999","S99999999","S23000009",4605,"S99999999","S99999999"
"ZE1 0QD","ZE1  0QD","ZE1 0QD","198001","","0","446879","1141252","1","S00129044","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012399","S02002324","S34002520","S03000037","S99999999","S99999999","5","8C2",60.153072,-1.157450,"S99999999","S99999999","S23000009",4249,"S99999999","S99999999"
"ZE1 0QE","ZE1  0QE","ZE1 0QE","198001","","0","446448","1142320","1","S00129138","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","1B3",60.162709,-1.164969,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0QF","ZE1  0QF","ZE1 0QF","198001","","0","446373","1142305","1","S00129138","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","1B3",60.162583,-1.166323,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
"ZE1 0QG","ZE1  0QG","ZE1 0QG","198001","","0","446362","1142203","1","S00129136","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012401","S02002324","S34002499","S03000037","S99999999","S99999999","5","1B3",60.161669,-1.166545,"S99999999","S99999999","S23000009",1774,"S99999999","S99999999"
